Restaurant,Category,SubCategory,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g)
McDonald's,Sandwich,Burger,Mac Jr,460,240,27,9,1,70,830,36,3,7,21
McDonald's,Sandwich,Burger,McDouble,390,170,19,8,1,65,920,33,2,7,22
McDonald's,Sandwich,Burger,McRib,500,240,26,10,0,70,980,44,3,11,22
McDonald's,Sandwich,Burger,Quarter Pounder Bacon & Cheese,600,260,29,13,1.5,105,1440,48,3,12,37
McDonald's,Sandwich,Burger,Quarter Pounder Deluxe,540,250,27,11,1.5,85,960,45,3,9,29
McDonald's,Sandwich,Burger,Quarter Pounder® with Cheese,510,230,26,12,2,90,1190,40,3,9,29
McDonald's,Sandwich,Burger,Steakhouse Sirloin Third Pound Burger,730,320,36,16,2,135,1560,62,4,10,39
McDonald's,Sandwich,Chicken,Artisan Grilled Chicken Sandwich,360,50,6,1.5,0,80,930,43,3,11,32
McDonald's,Sandwich,Chicken,Bacon Buffalo Ranch McChicken,420,180,20,4.5,0,50,1250,41,2,6,20
McDonald's,Sandwich,Chicken,Bacon Cheddar McChicken,480,220,24,7,0,65,1260,43,2,6,22
McDonald's,Sandwich,Chicken,Bacon Clubhouse Chicken Sandwich w/ Crispy Chicken,750,340,38,10,0.5,90,1720,65,4,16,36
McDonald's,Sandwich,Chicken,Bacon Clubhouse Chicken Sandwich w/ Grilled Chicken,590,230,25,8,0,110,1560,51,4,14,40
McDonald's,Sandwich,Chicken,Buffalo Ranch McChicken,350,130,15,3,0,35,980,40,2,5,14
McDonald's,Sandwich,Chicken,McChicken,360,150,16,3,0,35,830,40,2,5,14
McDonald's,Sandwich,Chicken,Premium Buttermilk Crispy Chicken Deluxe Sandwich,580,220,24,4.5,0,65,900,62,4,16,29
McDonald's,Sandwich,Chicken,Premium Crispy Chicken Deluxe Sandwich,530,200,22,4,0,45,1000,59,3,13,25
McDonald's,Sandwich,Chicken,Southern Style Crispy Chicken Sandwich,420,170,19,3,0,45,930,43,2,7,21
McDonald's,Sandwich,Fish,Filet-O-Fish®,380,170,18,4,0,40,640,38,2,5,15
McDonald's,Sandwich,Fish,Old Bay Filet-O-Fish,390,170,19,4,0,40,590,39,2,5,15
McDonald's,Sandwich,Wrap,Premium McWrap Chicken & Bacon w/ Crispy Chicken,600,270,30,8,0.5,70,1420,54,3,7,30
McDonald's,Sandwich,Wrap,Premium McWrap Chicken & Bacon w/ Grilled Chicken,440,150,16,6,0,90,1250,40,3,5,33
McDonald's,Sandwich,Wrap,Premium McWrap Chicken & Ranch w/ Crispy Chicken,590,260,29,8,0.5,60,1300,56,3,8,26
McDonald's,Sandwich,Wrap,Premium McWrap Chicken & Ranch w/ Grilled Chicken,430,140,16,6,0,80,1130,42,3,6,30
McDonald's,Sandwich,Wrap,Premium McWrap Chicken Sweet Chili w/ Crispy Chicken,520,200,22,4.5,0,45,1200,58,3,12,23
McDonald's,Sandwich,Wrap,Premium McWrap Chicken Sweet Chili w/ Grilled Chicken,360,80,9,2.5,0,65,1030,44,2,10,27
McDonald's,Sandwich,Wrap,Premium McWrap Southwest Chicken w/ Crispy Chicken,680,300,33,8,0.5,65,1470,68,4,12,27
McDonald's,Sandwich,Wrap,Premium McWrap Southwest Chicken w/ Grilled Chicken,520,180,20,6,0.5,80,1300,54,4,10,31
McDonald's,Sandwich,Wrap,Mac Snack Wrap,330,170,19,7,1,45,690,26,1,3,15
McDonald's,Sandwich,Wrap,Ranch Snack Wrap w/ Crispy Chicken,350,170,19,5,0,35,750,31,1,2,14
McDonald's,Sandwich,Wrap,Ranch Snack Wrap w/ Grilled Chicken,270,110,12,4,0,45,700,25,1,2,16
McDonald's,Side,Fries,French Fries Kids,100,45,5,1,0,0,70,13,1,0,1
McDonald's,Side,Fries,French Fries Large,500,220,25,4,0,0,350,63,6,0,6
McDonald's,Side,Fries,French Fries Medium,380,170,19,3,0,0,270,48,5,0,4
McDonald's,Side,Fries,French Fries Small,230,100,11,2,0,0,160,29,3,0,3
McDonald's,Side,Fruit,Apple Dippers,35,0,0,0,0,0,0,8,0,6,0
McDonald's,Side,Fruit,Cuties,40,0,0,0,0,0,0,10,1,8,1
McDonald's,Side,Fruit,Fruit 'n Yogurt Parfait,160,20,2,1,0,5,85,31,1,21,4
McDonald's,Side,Mozzarella Sticks,Mozzarella Sticks,200,90,10,4,0,20,560,18,1,1,9
McDonald's,Side,Salad,Side Salad,20,0,0,0,0,0,10,4,1,2,1
McDonald's,Side,Yogurt,Strawberry Gogurt,50,5,1,0,0,5,35,9,0,6,2
McDonald's,Side,Yogurt,Yoplait Go-GURT Strawberry Banana Yogurt,50,5,1,0,0,5,30,9,0,6,3
Popeye's,Beverage,Coffee,Coffee,0,0,0,0,0,0,0,0,0,0,0
Popeye's,Beverage,Iced Tea,Sweet Tea,180,0,0,0,0,0,10,45,0,45,0
Popeye's,Beverage,Iced Tea,Unsweetened Tea,0,0,0,0,0,0,10,0,0,0,0
Popeye's,Beverage,Juice,Orange Juice,140,0,0,0,0,0,20,33,0,30,2
Popeye's,Beverage,Soda,Coke,230,0,0,0,0,0,22,59,0,59,0
Popeye's,Beverage,Soda,Diet Coke,0,0,0,0,0,0,38,0,0,0,0
Popeye's,Beverage,Soda,Diet Pepsi,0,0,0,0,0,0,50,0,0,0,0
Popeye's,Beverage,Soda,Dr Pepper,250,0,0,0,0,0,88,68,0,68,0
Popeye's,Beverage,Soda,Fanta Orange,300,0,0,0,0,0,25,80,0,80,0
Popeye's,Beverage,Soda,Fanta Strawberry,300,0,0,0,0,0,75,80,0,80,0
Popeye's,Beverage,Soda,Hawaiian Punch,175,0,0,0,0,0,265,43,0,43,0
Popeye's,Beverage,Soda,Mountain Dew,290,0,0,0,0,0,120,77,0,77,0
Popeye's,Beverage,Soda,Pepsi,200,0,0,0,0,0,50,70,0,70,0
Popeye's,Beverage,Soda,Sprite,210,0,0,0,0,0,77,56,0,56,0
Popeye's,Breakfast,Other,Grits,370,45,5,0.5,0,0,30,80,7,0,5
Popeye's,Breakfast,Potatoe,Hashbrowns,360,180,20,9,10,10,450,41,4,0,3
Popeye's,Breakfast,Sandwich,Bacon Biscuit,400,225,25,12,0,5,780,37,3,2,8
Popeye's,Breakfast,Sandwich,Chicken Biscuit,490,234,26,14,0.5,28,1275,47,1,2,17
Popeye's,Breakfast,Sandwich,Egg & Sausage Biscuit,690,405,45,22,0,157,1520,43,1,2,20
Popeye's,Breakfast,Sandwich,Egg Biscuit,510,261,29,15,0,125,1155,41,1,2,13
Popeye's,Breakfast,Sandwich,Sausage & Gravy Biscuit,510,297,33,14,0.5,15,1090,42,3,3,10
Popeye's,Breakfast,Sandwich,Sausage Biscuit,540,324,36,18,0,32,1100,41,1,2,13
Popeye's,Chicken,Breast,Bonafide Mild Chicken Breast,440,243,27,11,1,110,1330,16,2,0,35
Popeye's,Chicken,Breast,Bonafide Spicy Chicken Breast,420,243,27,9,1,110,830,13,3,0,33
Popeye's,Chicken,Leg,Bonafide Mild Chicken Leg,160,81,9,4,0,40,460,5,1,0,14
Popeye's,Chicken,Leg,Bonafide Spicy Chicken Leg,170,90,10,4,0,65,360,5,1,0,13
Popeye's,Chicken,Nuggets,Chicken Nuggets 4 Piece,150,81,9,4,0.5,25,230,10,1,0,7
Popeye's,Chicken,Nuggets,Chicken Nuggets 6 Piece,230,126,14,6,1,40,350,14,1,0,11
Popeye's,Chicken,Other,Popcorn Shrimp,330,81,9,9,1,65,1290,28,3,0,11
Popeye's,Chicken,Shrimp,Butterfly Shrimp (8 Shrimp),290,153,17,8,1,90,820,21,3,0,12
Popeye's,Chicken,Tenders,Chicken Blackened Tenders (3 Pcs),170,18,2,0,0,25,550,2,0,0,26
Popeye's,Chicken,Tenders,Chicken Mild Tenders (3pcs),340,126,14,6,1,70,1350,26,1,0,27
Popeye's,Chicken,Tenders,Chicken Spicy Tenders (3 Pcs),310,135,15,6,1,80,1240,16,2,0,28
Popeye's,Chicken,Thigh,Bonafide Mild Chicken Thigh,280,189,21,8,0,50,640,7,1,0,14
Popeye's,Chicken,Thigh,Bonafide Spicy Chicken Thigh,260,162,18,6,0,70,460,8,1,0,14
Popeye's,Chicken,Wing,Bonafide Mild Chicken Wing,210,126,14,4,0,60,610,8,1,0,13
Popeye's,Chicken,Wing,Bonafide Spicy Chicken Wing,210,126,14,6,0,55,410,8,1,0,13
Popeye's,Condiment,Dressing,Blackened Ranch,120,0,0,2,0,2,250,2,0,1,1
Popeye's,Condiment,Dressing,Ranch,150,135,15,2.5,0,10,230,3,0,1,0
Popeye's,Condiment,Sauce,Barbeque,45,0,0,0,0,0,320,10,0,8,0
Popeye's,Condiment,Sauce,Cocktail,30,0,0,0,0,0,320,6,0,6,0
Popeye's,Condiment,Sauce,Creamy Horseradish,130,99,11,2,0,10,90,6,0,6,0
Popeye's,Condiment,Sauce,Mardi Gras Mustard,100,72,8,1.5,0,10,240,5,1,4,1
Popeye's,Condiment,Sauce,Sweet Heat,70,0,0,0,0,0,160,19,0,14,0
Popeye's,Condiment,Sauce,Tartar Sauce,140,135,15,2.5,0,15,280,1,0,1,0
Popeye's,Dessert,Pastry,Hot Cinnamon Apple Pie,320,54,6,8,0,5,340,40,2,12,3
Popeye's,Dessert,Pastry,Hot Sweet Potato Pie,350,171,19,8,0,15,370,41,2,10,4
Popeye's,Dessert,Pastry,Mardi Gras Cheesecake,310,171,19,10,0,60,290,32,1,22,4
Popeye's,Dessert,Pastry,Mississippi Mud Pie,280,63,7,1.5,0,20,210,51,2,27,3
Popeye's,Dessert,Pastry,Sliced Pecan Pie,410,189,21,6,0,70,220,52,1,22,4
Popeye's,Sandwich,Chicken,Blackened Bbq Chicken Po' Boy,340,63,7,1.5,0,50,1030,49,2,11,24
Popeye's,Sandwich,Chicken,Chicken & Sausage Jambalaya,220,99,11,3,0,32,760,20,1,0,10
Popeye's,Sandwich,Chicken,Chicken Livers,1190,720,80,34,4.5,765,2070,65,6,3,54
Popeye's,Sandwich,Chicken,Chicken Po' Boy,660,306,34,9,1,75,2120,61,3,3,31
Popeye's,Sandwich,Chicken,Loaded Chicken Wrap,310,117,13,6,0,30,890,33,3,0,14
Popeye's,Sandwich,Fish,Shrimp Po' Boy,690,378,42,13,1,75,2165,66,5,3,42
Popeye's,Sandwich,Fish,Catfish Fillet,460,261,29,12,2,65,1140,27,1,0,21
Popeye's,Side,Biscuit,Biscuit,260,135,15,7,0,0,450,26,2,1,4
Popeye's,Side,Bread,Baguette,90,18,2,0,0,0,80,18,1,1,3
Popeye's,Side,Cole Slaw,Cole Slaw Large,660,414,46,8,0,30,900,58,7,45,4
Popeye's,Side,Cole Slaw,Cole Slaw Regular,220,135,15,2.5,0,10,300,19,2,15,1
Popeye's,Side,Fries,Cajun Fries Large,770,369,41,16,3.5,25,1700,89,7,1,10
Popeye's,Side,Fries,Cajun Fries Regular,260,126,14,5,1,10,570,30,2,0,3
Popeye's,Side,Mac & Cheese,Macaroni & Cheese Large,600,189,21,11,0,45,1470,78,3,0,24
Popeye's,Side,Mac & Cheese,Macaroni & Cheese Regular,200,63,7,3.5,0,15,490,26,1,3,8
Popeye's,Side,Onion Ring,Onion Rings 12 Piece,560,342,38,17,2.5,25,920,50,5,4,6
Popeye's,Side,Onion Ring,Onion Rings 18 Piece,830,504,56,25,3.5,35,1370,74,7,6,9
Popeye's,Side,Onion Ring,Onion Rings 6 Piece,280,171,19,8,1,10,460,25,2,2,3
Popeye's,Side,Potato,Mashed Potatoes Large,330,108,12,6,0,15,1770,54,3,3,9
Popeye's,Side,Potato,Mashed Potatoes Regular,110,36,4,2,0,5,590,18,1,1,3
Popeye's,Side,Quesadilla,Cheddar Cheese Tortilla,140,45,5,2.5,0,0,210,21,1,0,3
Popeye's,Side,Rice,Cajun Rice Large,510,135,15,6,0,75,1590,75,3,11,21
Popeye's,Side,Rice,Cajun Rice Regular,170,45,5,2,0,25,530,25,1,4,7
Popeye's,Side,Rice,Red Beans & Rice Large,690,378,42,12,0,30,1740,69,15,0,21
Popeye's,Side,Rice,Red Beans & Rice Regular,230,126,14,4,0,10,580,23,5,0,7
Popeye's,Side,Vegetable,Corn On The Cob,190,18,2,0.5,0,0,0,37,4,0,6
Popeye's,Side,Vegetable,Green Beans Large,120,45,5,0,0,15,1260,18,3,3,6
Popeye's,Side,Vegetable,Green Beans Regular,40,18,2,0,0,5,420,6,2,1,2
Popeye's,Side,Vegetable,Jalapenos 1 Piece,0,0,0,0,0,0,368,1,1,0,0
Popeye's,Side,Vegetable,Jalapenos 6 Piece,0,0,0,0,0,0,2208,6,6,0,0
Sonic,Beverage,Iced Tea,Blackberry Diet Green Iced Tea Gallon,50,0,0,0,0,0,90,33,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Diet Green Iced Tea Large,10,0,0,0,0,0,15,6,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Diet Green Iced Tea Medium,5,0,0,0,0,0,10,4,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Diet Green Iced Tea Route 44,10,0,0,0,0,0,20,8,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Diet Green Iced Tea Small,0,0,0,0,0,0,5,3,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Diet Green Iced Tea Wacky Pack,0,0,0,0,0,0,5,2,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Green Iced Tea Gallon,1100,0,0,0,0,0,90,282,0,270,0
Sonic,Beverage,Iced Tea,Blackberry Green Iced Tea Large,210,0,0,0,0,0,15,55,0,52,0
Sonic,Beverage,Iced Tea,Blackberry Green Iced Tea Medium,120,0,0,0,0,0,10,32,0,30,0
Sonic,Beverage,Iced Tea,Blackberry Green Iced Tea Route 44,270,0,0,0,0,0,20,68,0,65,0
Sonic,Beverage,Iced Tea,Blackberry Green Iced Tea Small,100,0,0,0,0,0,5,26,0,25,0
Sonic,Beverage,Iced Tea,Blackberry Green Iced Tea Wacky Pack,60,0,0,0,0,0,5,15,0,15,0
Sonic,Beverage,Iced Tea,Blackberry Sweet Iced Tea Gallon,1560,0,0,0,0,0,160,406,0,390,0
Sonic,Beverage,Iced Tea,Blackberry Sweet Iced Tea Large,300,0,0,0,0,0,30,78,0,75,0
Sonic,Beverage,Iced Tea,Blackberry Sweet Iced Tea Medium,180,0,0,0,0,0,20,46,0,44,0
Sonic,Beverage,Iced Tea,Blackberry Sweet Iced Tea Route 44,380,0,0,0,0,0,40,98,0,94,0
Sonic,Beverage,Iced Tea,Blackberry Sweet Iced Tea Small,140,0,0,0,0,0,15,37,0,36,0
Sonic,Beverage,Iced Tea,Blackberry Sweet Iced Tea Wacky Pack,80,0,0,0,0,0,10,22,0,21,0
Sonic,Beverage,Iced Tea,Blackberry Unsweet Iced Tea Gallon,50,0,0,0,0,0,160,15,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Unsweet Iced Tea Large,10,0,0,0,0,0,30,3,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Unsweet Iced Tea Medium,5,0,0,0,0,0,20,2,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Unsweet Iced Tea Route 44,10,0,0,0,0,0,40,4,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Unsweet Iced Tea Small,0,0,0,0,0,0,15,1,0,0,0
Sonic,Beverage,Iced Tea,Blackberry Unsweet Iced Tea Wacky Pack,0,0,0,0,0,0,10,1,0,0,0
Sonic,Beverage,Iced Tea,Cranberry Tea Large,60,0,0,0,0,0,25,17,0,15,0
Sonic,Beverage,Iced Tea,Cranberry Tea Medium,40,0,0,0,0,0,15,11,0,10,0
Sonic,Beverage,Iced Tea,Cranberry Tea Route 44,80,0,0,0,0,0,35,23,0,19,0
Sonic,Beverage,Iced Tea,Cranberry Tea Small,20,0,0,0,0,0,10,6,0,5,0
Sonic,Beverage,Iced Tea,Cranberry Tea Wacky Pack,20,0,0,0,0,0,10,6,0,5,0
Sonic,Beverage,Iced Tea,Diet Green Tea Large,5,0,0,0,0,0,20,1,0,1,0
Sonic,Beverage,Iced Tea,Diet Green Tea Medium,5,0,0,0,0,0,10,0,0,0,0
Sonic,Beverage,Iced Tea,Diet Green Tea Route 44,10,0,0,0,0,0,25,1,0,1,0
Sonic,Beverage,Iced Tea,Diet Green Tea Small,5,0,0,0,0,0,10,0,0,0,0
Sonic,Beverage,Iced Tea,Diet Green Tea Wacky Pack,0,0,0,0,0,0,5,0,0,0,0
Sonic,Beverage,Iced Tea,Green Tea Large,210,0,0,0,0,0,20,59,0,56,0
Sonic,Beverage,Iced Tea,Green Tea Medium,140,0,0,0,0,0,10,37,0,36,0
Sonic,Beverage,Iced Tea,Green Tea Route 44,290,0,0,0,0,0,25,80,0,77,0
Sonic,Beverage,Iced Tea,Green Tea Small,110,0,0,0,0,0,10,32,0,30,0
Sonic,Beverage,Iced Tea,Green Tea Wacky Pack,90,0,0,0,0,0,10,24,0,23,0
Sonic,Beverage,Iced Tea,Iced Tea Large,5,0,0,0,0,0,20,2,0,0,0
Sonic,Beverage,Iced Tea,Iced Tea Medium,5,0,0,0,0,0,10,1,0,0,0
Sonic,Beverage,Iced Tea,Iced Tea Route 44,10,0,0,0,0,0,25,3,0,0,0
Sonic,Beverage,Iced Tea,Iced Tea Small,5,0,0,0,0,0,10,1,0,0,0
Sonic,Beverage,Iced Tea,Iced Tea Wacky Pack,5,0,0,0,0,0,10,1,0,0,0
Sonic,Beverage,Iced Tea,Lemon Diet Green Iced Tea Gallon,60,0,0,0,0,0,35,14,0,3,0
Sonic,Beverage,Slush,Atomic Lemon Slush Large,440,0,0,0,0,0,65,118,0,113,0
Sonic,Beverage,Slush,Atomic Lemon Slush Medium,270,0,0,0,0,0,40,74,0,71,0
Sonic,Beverage,Slush,Atomic Lemon Slush Mini,160,0,0,0,0,0,25,44,0,42,0
Sonic,Beverage,Slush,Atomic Lemon Slush Route 44,600,0,0,0,0,0,95,162,0,156,0
Sonic,Beverage,Slush,Atomic Lemon Slush Small,190,0,0,0,0,0,30,51,0,49,0
Sonic,Beverage,Slush,Banana Taffy Slush Large,430,0,0,0,0,0,70,115,0,115,0
Sonic,Beverage,Slush,Banana Taffy Slush Medium,270,0,0,0,0,0,45,72,0,72,0
Sonic,Beverage,Slush,Banana Taffy Slush Route 44,590,0,0,0,0,0,95,158,0,158,0
Sonic,Beverage,Slush,Banana Taffy Slush Small,190,0,0,0,0,0,30,50,0,50,0
Sonic,Beverage,Slush,Banana Taffy Slush Wacky Pack,160,0,0,0,0,0,25,43,0,43,0
Sonic,Beverage,Slush,Blue Coconut Slush Large,450,0,0,0,0,0,70,119,0,116,0
Sonic,Beverage,Slush,Blue Coconut Slush Medium,280,0,0,0,0,0,45,75,0,73,0
Sonic,Beverage,Slush,Blue Coconut Slush Route 44,610,0,0,0,0,0,95,163,0,160,0
Sonic,Beverage,Slush,Blue Coconut Slush Small,190,0,0,0,0,0,30,51,0,50,0
Sonic,Beverage,Slush,Blue Coconut Slush Wacky Pack,170,0,0,0,0,0,25,44,0,43,0
Sonic,Beverage,Slush,Cherry Slush Large,460,0,0,0,0,0,70,122,0,122,0
Sonic,Beverage,Slush,Cherry Slush Medium,290,0,0,0,0,0,45,77,0,77,0
Sonic,Beverage,Slush,Cherry Slush Route 44,630,0,0,0,0,0,100,168,0,167,0
Sonic,Beverage,Slush,Cherry Slush Small,190,0,0,0,0,0,30,52,0,52,0
Sonic,Beverage,Slush,Cherry Slush Wacky Pack,170,0,0,0,0,0,25,45,0,45,0
Sonic,Beverage,Slush,Cotton Candy Slush Large,430,0,0,0,0,0,70,116,0,116,0
Sonic,Beverage,Slush,Cotton Candy Slush Medium,270,0,0,0,0,0,40,73,0,73,0
Sonic,Beverage,Slush,Cotton Candy Slush Route 44,600,0,0,0,0,0,95,159,0,159,0
Sonic,Beverage,Slush,Cotton Candy Slush Small,190,0,0,0,0,0,30,50,0,50,0
Sonic,Beverage,Slush,Cotton Candy Slush Wacky Pack,160,0,0,0,0,0,25,43,0,43,0
Sonic,Beverage,Slush,Grape Slush Large,450,0,0,0,0,0,80,119,0,119,0
Sonic,Beverage,Slush,Grape Slush Medium,280,0,0,0,0,0,50,75,0,75,0
Sonic,Beverage,Slush,Grape Slush Route 44,610,0,0,0,0,0,110,163,0,163,0
Sonic,Beverage,Slush,Grape Slush Small,190,0,0,0,0,0,35,51,0,51,0
Sonic,Beverage,Slush,Grape Slush Wacky Pack,170,0,0,0,0,0,30,44,0,44,0
Sonic,Beverage,Slush,Green Apple Slush Large,480,0,0,0,0,0,75,127,0,122,0
Sonic,Beverage,Slush,Green Apple Slush Medium,300,0,0,0,0,0,45,80,0,77,0
Sonic,Beverage,Slush,Green Apple Slush Route 44,660,0,0,0,0,0,100,174,0,167,0
Sonic,Beverage,Slush,Green Apple Slush Small,200,0,0,0,0,0,30,54,0,52,0
Sonic,Beverage,Slush,Green Apple Slush Wacky Pack,180,0,0,0,0,0,25,47,0,45,0
Sonic,Beverage,Slush,Miami Sunrise Slush Large,430,0,0,0,0,0,80,114,0,113,0
Sonic,Beverage,Slush,Miami Sunrise Slush Medium,270,0,0,0,0,0,50,71,0,71,0
Sonic,Beverage,Slush,Miami Sunrise Slush Route 44,580,0,0,0,0,0,105,156,0,156,0
Sonic,Beverage,Slush,Miami Sunrise Slush Small,180,0,0,0,0,0,30,49,0,49,0
Sonic,Beverage,Slush,Miami Sunrise Slush Wacky Pack,160,0,0,0,0,0,30,42,0,42,0
Sonic,Beverage,Slush,Minute Maid Cranberry Slush Large,450,0,0,0,0,0,70,121,0,120,0
Sonic,Beverage,Slush,Minute Maid Cranberry Slush Medium,280,0,0,0,0,0,45,76,0,76,0
Sonic,Beverage,Slush,Minute Maid Cranberry Slush Route 44,620,0,0,0,0,0,95,165,0,165,0
Sonic,Beverage,Slush,Minute Maid Cranberry Slush Small,190,0,0,0,0,0,30,51,0,51,0
Sonic,Beverage,Slush,Minute Maid Cranberry Slush Wacky Pack,170,0,0,0,0,0,25,45,0,45,0
Sonic,Beverage,Slush,Orange Slush Large,450,0,0,0,0,0,75,120,0,120,0
Sonic,Beverage,Slush,Orange Slush Medium,290,0,0,0,0,0,45,76,0,76,0
Sonic,Beverage,Slush,Orange Slush Route 44,620,0,0,0,0,0,100,165,0,165,0
Sonic,Beverage,Slush,Orange Slush Small,190,0,0,0,0,0,30,51,0,51,0
Sonic,Beverage,Slush,Orange Slush Wacky Pack,170,0,0,0,0,0,25,45,0,45,0
Sonic,Beverage,Slush,Polynesian Punch Slush Large,420,0,0,0,0,0,70,113,0,112,0
Sonic,Beverage,Slush,Polynesian Punch Slush Medium,260,0,0,0,0,0,45,71,0,70,0
Sonic,Beverage,Slush,Polynesian Punch Slush Route 44,580,0,0,0,0,0,95,155,0,154,0
Sonic,Beverage,Slush,Polynesian Punch Slush Small,180,0,0,0,0,0,30,49,0,49,0
Sonic,Beverage,Slush,Polynesian Punch Slush Wacky Pack,160,0,0,0,0,0,25,42,0,42,0
Sonic,Beverage,Slush,Sour Blue Raspberry Slush Large,470,0,0,0,0,0,75,127,0,119,0
Sonic,Beverage,Slush,Sour Blue Raspberry Slush Medium,290,0,0,0,0,0,45,80,0,75,0
Sonic,Beverage,Slush,Sour Blue Raspberry Slush Route 44,640,0,0,0,0,0,100,173,0,163,0
Sonic,Beverage,Slush,Sour Blue Raspberry Slush Small,200,0,0,0,0,0,30,53,0,51,0
Sonic,Beverage,Slush,Sour Blue Raspberry Slush Wacky Pack,170,0,0,0,0,0,25,47,0,44,0
Sonic,Beverage,Slush,Super Peach Ring Slush Large,430,0,0,0,0,0,70,116,0,114,0
Sonic,Beverage,Slush,Super Peach Ring Slush Medium,270,0,0,0,0,0,40,73,0,71,0
Sonic,Beverage,Slush,Super Peach Ring Slush Route 44,590,0,0,0,0,0,95,160,0,156,0
Sonic,Beverage,Slush,Super Peach Ring Slush Small,190,0,0,0,0,0,30,50,0,49,0
Sonic,Beverage,Slush,Super Peach Ring Slush Wacky Pack,150,0,0,0,0,0,25,40,0,40,0
Sonic,Beverage,Slush,Watermelon Slush Large,460,0,0,0,0,0,75,122,0,122,0
Sonic,Beverage,Slush,Watermelon Slush Medium,290,0,0,0,0,0,45,77,0,77,0
Sonic,Beverage,Slush,Watermelon Slush Route 44,630,0,0,0,0,0,100,168,0,168,0
Sonic,Beverage,Slush,Watermelon Slush Small,190,0,0,0,0,0,30,52,0,52,0
Sonic,Beverage,Slush,Watermelon Slush Wacky Pack,170,0,0,0,0,0,25,45,0,45,0
Sonic,Breakfast,French Toast,French Toast Sticks (4),480,230,25,5,0,0,460,54,3,12,8
Sonic,Breakfast,Other,Cinnasnacks 3 Piece W/ Frosting,630,300,33,14,0,20,470,75,5,52,7
Sonic,Breakfast,Other,Cinnasnacks 3 Piece W/o Frosting,340,140,15,5,0,10,210,44,4,17,7
Sonic,Breakfast,Other,Cinnasnacks 5 Piece W/ Frosting,850,390,43,17,0,25,610,104,7,63,12
Sonic,Breakfast,Other,Cinnasnacks 5 Piece W/o Frosting,570,230,26,8,0,15,350,73,7,29,11
Sonic,Breakfast,Sandwich,Biscuit Sandwich With Bacon,450,280,31,15,0,320,1750,30,1,2,24
Sonic,Breakfast,Sandwich,Biscuit Sandwich With Ham,460,240,27,12,0,330,2540,31,1,4,33
Sonic,Breakfast,Sandwich,Biscuit Sandwich With Sausage,530,370,41,18,0,340,1690,30,1,2,24
Sonic,Breakfast,Sandwich,Breakfast Bagel Sandwich With Bacon,550,200,22,9,0,320,1790,68,2,5,31
Sonic,Breakfast,Sandwich,Breakfast Bagel Sandwich With Ham,560,160,18,6,0,330,2580,69,2,7,40
Sonic,Breakfast,Sandwich,Breakfast Bagel Sandwich With Sausage,630,290,32,12,0,340,1730,68,2,5,31
Sonic,Breakfast,Sandwich,"Breakfast Toaster - Bacon, Egg & Cheese",540,260,29,10,0,320,1570,52,2,7,27
Sonic,Breakfast,Sandwich,"Breakfast Toaster - Ham, Egg & Cheese",560,220,25,8,0,330,2360,54,2,9,37
Sonic,Breakfast,Sandwich,"Breakfast Toaster - Sausage, Egg & Cheese",630,350,39,13,0,340,1510,52,2,7,27
Sonic,Breakfast,Sandwich,"Croissonic Breakfast Sandwich - Bacon, Egg & Cheese",510,350,39,15,0,320,1480,28,0,4,24
Sonic,Breakfast,Sandwich,"Croissonic Breakfast Sandwich - Ham, Egg & Cheese",520,320,35,13,0,330,2270,29,0,6,33
Sonic,Breakfast,Sandwich,"Croissonic Breakfast Sandwich - Sausage, Egg & Cheese",600,440,49,18,0,340,1420,28,0,4,24
Sonic,Breakfast,Wrap,"Breakfast Burrito - Bacon, Egg & Cheese",430,220,25,10,0,300,1550,36,1,2,23
Sonic,Breakfast,Wrap,"Breakfast Burrito - Ham, Egg & Cheese",480,210,23,9,0,315,2470,38,1,3,35
Sonic,Breakfast,Wrap,"Breakfast Burrito - Sausage, Egg & Cheese",450,250,28,11,0,305,1460,36,1,2,22
Sonic,Breakfast,Wrap,Fiesta Steak Breakfast Burrito,610,320,35,13,1,330,1990,49,3,3,35
Sonic,Breakfast,Wrap,Jr. Breakfast Burrito,260,140,16,6,0,130,820,23,0,0,12
Sonic,Breakfast,Wrap,Steak & Egg Breakfast Burrito,550,280,31,12,1,330,1520,41,2,2,35
Sonic,Breakfast,Wrap,Supersonic Breakfast Burrito,540,300,33,12,1,305,1910,46,3,2,23
Sonic,Breakfast,Wrap,Ultimate Meat & Cheese Breakfast Burrito™,820,540,60,19,2,390,2030,43,2,2,40
Sonic,Chicken,Chicken,Jumbo Popcorn Chicken Large,560,290,32,6,1,65,1890,41,5,2,27
